transformer_id,transformer_type,risk_score,risk_level,root_cause,maintenance_action
36,Distribution Transformer,0.35708603,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
6,Distribution Transformer,0.35361114,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.34090376,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
5,Distribution Transformer,0.3347912,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
4,Distribution Transformer,0.32605034,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
7,Distribution Transformer,0.31469837,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
8,Distribution Transformer,0.308217,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
24,Distribution Transformer,0.30462584,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
43,Distribution Transformer,0.30420902,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
25,Distribution Transformer,0.2990627,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
37,Distribution Transformer,0.29536286,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
48,Distribution Transformer,0.29485637,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
24,Distribution Transformer,0.29438627,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
32,Distribution Transformer,0.29323024,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
41,Distribution Transformer,0.2846955,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
30,Distribution Transformer,0.28128102,Low,Voltage Instability caused by abnormal voltage fluctuation,Stable condition — continue routine monitoring
26,Distribution Transformer,0.2808525,Low,Thermal Overload caused by excessive load and temperature stress,Stable condition — continue routine monitoring
8,Distribution Transformer,0.2757634,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
28,Distribution Transformer,0.27121246,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
37,Distribution Transformer,0.26763144,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
29,Distribution Transformer,0.26060867,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
33,Distribution Transformer,0.25890756,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
9,Distribution Transformer,0.25548702,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
22,Distribution Transformer,0.25463098,Low,General Degradation Risk based on combined operating conditions,Stable condition — continue routine monitoring
38,Distribution Transformer,0.24800111,Low,Electrical Stress caused by high current flow,Stable condition — continue routine monitoring
